Account ID,Policy ID,Peril,Line of Business,Product Line,Branch,Underwriter,Expiration Date,Premium,Limit,Layer Amount,Attachment Point,Blanket/Minimum Deductible,Maximum Deductible,
5281,1190,Earthquake,residential,ho4,pacific,Wayne,3/31/13,17052.72,"7,000,000","70,000,000","20,000,000","500,000",0,5281
5282,1191,Earthquake,residential,ho4,pacific,Lisa,3/31/13,8996.344,"3,105,000","3,105,000",0,"150,000",0,5282
5283,1192,Earthquake,residential,ho4,pacific,Lisa,3/31/13,14776.764,"10,000,000","25,000,000","50,000,000","100,000",0,5283
5284,1193,Earthquake,residential,ho4,pacific,Wayne,3/31/13,19484.81,"5,203,700","5,203,700",0,50000,0,5284
5285,1194,Earthquake,residential,ho4,pacific,Lisa,3/31/13,13324.878,"2,780,000","2,780,000",0,"25,000",0,5285
5286,1195,Earthquake,residential,ho4,pacific,Lisa,3/31/13,6808.64,"5,000,000","25,000,000","75,000,000","250,000",0,5286
5287,1196,Earthquake,residential,ho4,pacific,Lisa,3/31/13,19640.25,"5,000,000","25,000,000","75,000,000",250000,0,5287
5288,1197,Earthquake,residential,ho4,pacific,Jacob,3/31/13,16014.9,"1,707,000","1,707,000",0,0,0,5288
5289,1198,Earthquake,residential,ho4,pacific,Jacob,3/31/13,14701.386,"3,975,000","3,975,000",0,"25,000",0,5289
5771,1310,Earthquake,residential,ho3,gulf,Wayne,3/31/13,24544.2,"1,915,390","1,915,390",0,0,0,5771
5772,1311,Earthquake,residential,ho3,gulf,Wayne,3/31/13,17617.202,"4,000,000","4,000,000",1000000,"50,000",0,5772
5773,1312,Earthquake,residential,ho3,gulf,Jacob,3/31/13,25615.018,"5,000,000","10,000,000","10,000,000",0,0,5773
5774,1313,Earthquake,residential,ho3,gulf,Lisa,3/31/13,16618.265,"7,838,578","7,838,578","7,500,000","100,000",0,5774
5775,1314,Earthquake,residential,ho3,gulf,Wayne,3/31/13,23392.446,"9,990,000","150,000,000","50,000,000","250,000",0,5775
5776,1315,Earthquake,residential,ho3,gulf,Jacob,3/31/13,14810.544,"25,000,000","50,000,000","350,000,000","100,000",0,5776
5777,1316,Earthquake,residential,ho3,gulf,Wayne,3/31/13,19029.659,"3,000,000","3,000,000",0,"25,000",0,5777
5778,1317,Earthquake,residential,ho3,gulf,Wayne,3/31/13,29034.075,"7,000,000","7,000,000","5,000,000","100,000",0,5778
5779,1318,Earthquake,residential,ho3,gulf,Wayne,3/31/13,24129.3,"7,000,000","7,000,000","5,000,000","100,000",0,5779
5780,1319,Earthquake,residential,ho3,gulf,Wayne,3/31/13,15838.112,"5,000,000","5,000,000",10000000,"50,000",0,5780
5781,1320,Earthquake,residential,ho3,gulf,Jacob,3/31/13,21749.596,"10,000,000","10,000,000","35,000,000","250,000",0,5781
5782,1321,Earthquake,residential,ho3,gulf,Wayne,3/31/13,11852.868,"5,000,000","5,000,000","10,000,000","100,000",0,5782
5783,1322,Earthquake,residential,ho3,gulf,Jacob,3/31/13,24658.375,"5,009,000","5,009,000",0,"50,000",0,5783
5784,1323,Earthquake,residential,ho3,gulf,Lisa,3/31/13,12164.796,"7,500,000","45,000,000","55,000,000","500,000",0,5784
5785,1324,Earthquake,residential,ho3,gulf,Jacob,3/31/13,28035.436,"4,313,885","4,313,885",0,"100,000",0,5785
5786,1325,Earthquake,residential,ho3,gulf,Lisa,3/31/13,24517.92,"5,000,000","25,000,000","25,000,000",0,0,5786
5787,1326,Earthquake,residential,ho3,gulf,Lisa,3/31/13,10870.61,"5,000,000","25,000,000","25,000,000",0,0,5787
5788,1327,Earthquake,residential,ho3,gulf,Wayne,3/31/13,27271.225,"8,000,000","8,000,000",0,"25,000",0,5788
5789,1328,Earthquake,residential,ho3,gulf,Wayne,3/31/13,19567.098,"6,000,000","50,000,000","100,000,000","2,500,000",20000000,5789
5790,1329,Earthquake,residential,ho3,gulf,Jacob,3/31/13,17398.048,"5,000,000","50,000,000","100,000,000","50,000",0,5790
5791,1330,Earthquake,residential,ho3,gulf,Wayne,3/31/13,34261.68,"5,000,000","15,000,000",10000000,"100,000",0,5791
5792,1331,Earthquake,residential,ho3,pacific,Wayne,3/31/13,17003.456,"5,000,000","15,000,000",10000000,"100,000",0,5792
5793,1332,Earthquake,residential,ho3,pacific,Lisa,3/31/13,29950.788,"10,000,000","10,000,000","10,000,000","50,000",0,5793
5794,1333,Earthquake,residential,ho3,pacific,Wayne,3/31/13,13190.352,"10,000,000","10,000,000","10,000,000","50,000",0,5794
5795,1334,Earthquake,residential,ho3,pacific,Wayne,3/31/13,12322.926,"5,000,000","10,000,000","15,000,000","50,000",0,5795
5796,1335,Earthquake,residential,ho3,pacific,Wayne,3/31/13,23374.186,"3,089,923","3,089,923",0,"50,000",0,5796
5797,1336,Earthquake,residential,ho3,pacific,Wayne,3/31/13,14832.776,"10,000,000","10,000,000","10,000,000","25,000",0,5797
5798,1337,Earthquake,residential,ho3,pacific,Lisa,3/31/13,25669.564,"20,000,000","20,000,000","20,000,000","25,000",0,5798
5799,1338,Earthquake,residential,ho3,pacific,Wayne,3/31/13,26799.08,"5,065,000","5,065,000","5,000,000","50,000",0,5799
5800,1339,Earthquake,residential,ho3,pacific,Jacob,3/31/13,30457.656,"1,823,157","1,823,157",0,"100,000",0,5800
5801,1340,Earthquake,residential,ho3,pacific,Lisa,3/31/13,28151.091,"10,000,000","15,000,000",25000000,"100,000",0,5801
5802,1341,Earthquake,residential,ho3,pacific,Jacob,3/31/13,31033.92,"892,481","892,481",0,"250,000",0,5802
5803,1342,Earthquake,residential,ho3,pacific,Wayne,3/31/13,11992.42,"5,000,000","10,000,000","5,000,000","250,000",0,5803
5804,1343,Earthquake,residential,ho3,pacific,Jacob,3/31/13,25331.922,"5,000,000","10,000,000","5,000,000","250,000",0,5804
5805,1344,Earthquake,residential,ho3,pacific,Lisa,3/31/13,27369.65,"2,108,974","2,108,974",0,"50,000",0,5805
5806,1345,Earthquake,residential,ho3,pacific,Lisa,3/31/13,13233.324,"5,805,000","5,805,000",0,"100,000",0,5806
5807,1346,Earthquake,residential,ho3,pacific,Wayne,3/31/13,14000,"5,000,000","5,000,000",0,"100,000",0,5807
5808,1347,Earthquake,residential,ho3,pacific,Wayne,3/31/13,34389.215,"5,000,000","20,000,000",5000000,"100,000",0,5808
5809,1348,Earthquake,residential,ho3,pacific,Wayne,3/31/13,21949.7,"2,427,979","2,427,979",0,"100,000",0,5809
5810,1349,Earthquake,residential,ho3,pacific,Jacob,3/31/13,25987.214,"15,106,252","15,106,252",0,"25,000",0,5810
5811,1350,Earthquake,residential,ho3,pacific,Wayne,3/31/13,28306.512,"15,106,252","15,106,252",0,25000,0,5811
5812,1351,Earthquake,residential,ho3,pacific,Jacob,3/31/13,22352.341,"10,000,000","65,000,000","10,000,000","250,000",0,5812
5813,1352,Earthquake,residential,ho3,pacific,Lisa,3/31/13,12940.829,"10,000,000","65,000,000","10,000,000","100,000",0,5813
5814,1353,Earthquake,residential,ho3,pacific,Jacob,3/31/13,23508.8,"4,204,100","4,204,100",0,"100,000",0,5814
5815,1354,Earthquake,residential,ho3,pacific,Jacob,3/31/13,24286.218,"5,000,000","15,000,000","10,000,000","250,000",0,5815
5816,1355,Earthquake,residential,ho3,pacific,Wayne,3/31/13,11391.89,"3,000,000","25,000,000",0,"250,000",0,5816
5817,1356,Earthquake,residential,ho3,pacific,Lisa,3/31/13,22877.48,"3,000,000","25,000,000",0,"250,000",0,5817
5818,1357,Earthquake,residential,ho3,pacific,Wayne,3/31/13,20458.242,"14,449,000","14,449,000",0,"50,000",0,5818
5819,1358,Earthquake,residential,ho3,pacific,Jacob,3/31/13,28146.425,"5,000,000","5,000,000","5,000,000",25000,0,5819
5820,1359,Earthquake,residential,ho3,pacific,Jacob,3/31/13,12770.978,"2,700,000","2,700,000",0,"50,000",0,5820
5821,1360,Earthquake,residential,ho3,pacific,Lisa,3/31/13,15901.691,"5,000,000","65,000,000","10,000,000","100,000",0,5821
5822,1361,Earthquake,residential,ho3,pacific,Jacob,3/31/13,26823.006,"10,000,000","50,000,000","100,000,000","100,000",0,5822
5823,1362,Earthquake,residential,ho3,pacific,Lisa,3/31/13,19074.06,"10,000,000","10,000,000",5000000,"1,000,000",0,5823
5824,1363,Earthquake,residential,ho3,pacific,Wayne,3/31/13,25364.76,"10,000,000","10,000,000",5000000,"50,000",0,5824
5825,1364,Earthquake,residential,ho3,pacific,Wayne,3/31/13,35504.756,"5,000,000","5,000,000",0,"10,000",0,5825
5826,1365,Earthquake,residential,ho3,pacific,Wayne,3/31/13,12631.98,"5,000,000","5,000,000","5,000,000","100,000",0,5826
5827,1366,Earthquake,residential,ho3,pacific,Lisa,3/31/13,19087.408,"2,000,000","2,000,000",0,"100,000",0,5827
5828,1367,Earthquake,residential,ho3,pacific,Wayne,3/31/13,36132.637,"9,442,000","9,442,000","2,500,000","100,000",0,5828
5829,1368,Earthquake,residential,ho3,pacific,Jacob,3/31/13,19022.048,"2,500,000","10,000,000","20,000,000","100,000",0,5829
5830,1369,Earthquake,residential,ho3,pacific,Lisa,3/31/13,23803.257,"5,000,000","5,000,000",0,"100,000",0,5830
5831,1370,Earthquake,residential,ho3,pacific,Wayne,3/31/13,31008.511,"10,692,065","10,692,065",0,"150,000",0,5831
5832,1371,Earthquake,residential,ho3,pacific,Jacob,3/31/13,13702.788,"9,480,000","9,480,000",0,"25,000",0,5832
5833,1372,Earthquake,residential,ho3,pacific,Jacob,3/31/13,16352.784,"9,480,000","9,480,000",0,"25,000",0,5833
5834,1373,Earthquake,residential,ho3,pacific,Wayne,3/31/13,11625.14,"10,000,000","10,000,000",0,"25,000",0,5834
5835,1374,Earthquake,residential,ho3,pacific,Lisa,3/31/13,34489.557,"1,500,000","1,500,000",0,25000,25000,5835
5836,1375,Earthquake,residential,ho3,pacific,Lisa,3/31/13,15328.692,"15,000,000","200,000,000",50000000,"1,000,000",0,5836
5837,1376,Earthquake,residential,ho3,pacific,Lisa,3/31/13,37050.139,"15,000,000","200,000,000",50000000,1000000,0,5837
5838,1377,Earthquake,residential,ho3,pacific,Jacob,3/31/13,24293.06,"15,000,000","45,000,000",5000000,0,0,5838
5839,1378,Earthquake,residential,ho3,pacific,Wayne,3/31/13,15947.604,"15,000,000","45,000,000","5,000,000","5,000",0,5839
5840,1379,Earthquake,residential,ho3,pacific,Jacob,3/31/13,32738.55,"10,000,000","10,000,000",0,"25,000",0,5840
5841,1380,Earthquake,residential,ho3,pacific,Jacob,3/31/13,27820.149,"7,220,000","7,220,000",0,"100,000",0,5841
5842,1381,Earthquake,residential,ho3,pacific,Lisa,3/31/13,25104.74,"3,009,158","3,009,158",0,"25,000",0,5842
5843,1382,Earthquake,residential,ho3,pacific,Jacob,3/31/13,14974.524,"5,000,000","5,000,000",5000000,"25,000",0,5843
5844,1383,Earthquake,residential,ho3,pacific,Jacob,3/31/13,16168.321,"5,000,000","50,000,000",75000000,0,0,5844
5845,1384,Earthquake,residential,ho3,pacific,Jacob,3/31/13,13634.852,"9,907,121","9,907,121",0,"100,000",0,5845
5846,1385,Earthquake,residential,ho3,pacific,Wayne,3/31/13,35235.203,"9,907,121","9,907,121",0,"25,000",0,5846
5847,1386,Earthquake,residential,ho3,pacific,Lisa,3/31/13,14580.084,"20,000,000","40,000,000","10,000,000","100,000",0,5847
5848,1387,Earthquake,residential,ho3,pacific,Lisa,3/31/13,12664.51,"7,500,000","15,000,000","10,000,000","100,000",0,5848
5849,1388,Earthquake,residential,ho3,pacific,Wayne,3/31/13,29540.72,"5,000,000","5,000,000",0,"100,000",0,5849
5850,1389,Earthquake,residential,ho3,pacific,Jacob,3/31/13,13414.66,"12,500,000","100,000,000","100,000,000","25,000",0,5850
5851,1390,Earthquake,residential,ho3,pacific,Lisa,3/31/13,37686.852,"5,460,260","5,460,260",0,"10,000",0,5851
5852,1391,Earthquake,residential,ho3,pacific,Lisa,3/31/13,25657.42,"5,000,000","5,000,000",0,"50,000",0,5852
5853,1392,Earthquake,residential,ho3,pacific,Lisa,3/31/13,21608.896,"2,500,000","50,000,000","200,000,000","50,000,000",0,5853
5854,1393,Earthquake,residential,ho3,pacific,Wayne,3/31/13,21906.468,"2,500,000","50,000,000",200000000,"15,000,000",0,5854
5855,1394,Earthquake,residential,ho3,pacific,Wayne,3/31/13,15513.377,"2,500,000","15,000,000",10000000,"250,000",0,5855
5856,1395,Earthquake,residential,ho3,pacific,Wayne,3/31/13,21393.248,"2,500,000","15,000,000",10000000,"250,000",0,5856
5857,1396,Earthquake,residential,ho3,pacific,Lisa,3/31/13,40700.253,"900,000","900,000",0,"100,000",0,5857
5858,1397,Earthquake,residential,ho3,pacific,Lisa,3/31/13,28789.944,"900,000","900,000",0,"100,000",0,5858
5859,1398,Earthquake,residential,ho3,pacific,Lisa,3/31/13,26477.184,"1,500,000","25,000,000","25,000,000",250000,0,5859
5860,1399,Earthquake,residential,ho3,pacific,Wayne,3/31/13,31681.2,"1,500,000","25,000,000",25000000,"1,000,000",0,5860
5861,1400,Earthquake,residential,ho3,pacific,Lisa,3/31/13,27558.699,"8,500,000","50,000,000","100,000,000","250,000",0,5861
5862,1401,Earthquake,residential,ho3,pacific,Wayne,3/31/13,15133.415,"8,500,000","50,000,000","100,000,000","1,000,000",0,5862
5863,1402,Earthquake,residential,ho3,pacific,Lisa,3/31/13,37074.942,"1,000,000","20,000,000","25,000,000",0,0,5863
5864,1403,Earthquake,residential,ho3,pacific,Jacob,3/31/13,28505.532,"20,000,000","20,000,000","50,000,000","1,000,000",0,5864
5865,1404,Earthquake,residential,ho3,pacific,Lisa,3/31/13,36825.516,"4,000,000","4,000,000","1,000,000","25,000",0,5865
5866,1405,Earthquake,residential,ho3,pacific,Jacob,3/31/13,25789.707,"15,050,586","15,050,586",0,"50,000",0,5866
5867,1406,Earthquake,residential,ho3,pacific,Wayne,3/31/13,35088.742,"5,500,000","5,500,000",0,"10,000",0,5867
5868,1407,Earthquake,residential,ho3,pacific,Jacob,3/31/13,17072.16,"15,000,000","25,000,000",200000000,100000,50000000,5868
5869,1408,Earthquake,residential,ho3,pacific,Wayne,3/31/13,21716.128,"15,000,000","25,000,000","200,000,000","100,000",0,5869
5870,1409,Earthquake,residential,ho3,pacific,Lisa,3/31/13,22894.352,"5,000,000","25,000,000",10000000,"100,000",0,5870
5871,1410,Earthquake,residential,ho3,pacific,Lisa,3/31/13,26505.717,"5,000,000","25,000,000",10000000,0,12500000,5871
5872,1411,Earthquake,residential,ho3,pacific,Jacob,3/31/13,42545.929,"2,188,760","2,188,760",0,"10,000",0,5872
5873,1412,Earthquake,residential,ho3,pacific,Wayne,3/31/13,27832.739,"2,188,760","2,188,760",0,"25,000",0,5873
5874,1413,Earthquake,residential,ho3,pacific,Jacob,3/31/13,17191.412,"1,000,000","1,000,000",0,10000,0,5874
5875,1414,Earthquake,residential,ho3,pacific,Lisa,3/31/13,23642.104,"10,000,000","50,000,000",100000000,"1,500,000",0,5875
5876,1415,Earthquake,residential,ho3,pacific,Wayne,3/31/13,27782.351,"2,000,000","25,000,000",25000000,"100,000",0,5876
5877,1416,Earthquake,residential,ho3,pacific,Wayne,3/31/13,16521.108,"2,000,000","25,000,000",25000000,"100,000",0,5877
5878,1417,Earthquake,residential,ho3,pacific,Jacob,3/31/13,16473.48,"3,875,000","25,000,000","50,000,000","100,000",0,5878
5879,1418,Earthquake,residential,ho3,pacific,Lisa,3/31/13,20032.558,"5,000,000","50,000,000",75000000,100000,0,5879
5880,1419,Earthquake,residential,ho3,pacific,Lisa,3/31/13,41919.24,"5,919,260","5,919,260",0,"100,000",0,5880
5881,1420,Earthquake,residential,ho3,pacific,Lisa,3/31/13,21319.215,"3,454,560","3,454,560",0,0.05,0,5881
5882,1421,Earthquake,residential,ho3,pacific,Wayne,3/31/13,34001.16,"2,733,280","2,733,280",0,0,0,5882
5883,1422,Earthquake,residential,ho3,pacific,Wayne,3/31/13,27145.794,"1,890,000","1,890,000",0,0,0,5883
5884,1423,Earthquake,residential,ho3,pacific,Lisa,3/31/13,12654.15,"1,603,774","1,603,774",0,0,0,5884
5885,1424,Earthquake,residential,ho3,pacific,Lisa,3/31/13,20169.632,"2,632,000","2,632,000",0,0,0,5885
5886,1425,Earthquake,residential,ho3,pacific,Wayne,3/31/13,19238.832,"1,619,800","1,619,800",0,"50,000",0,5886
5887,1426,Earthquake,residential,ho3,pacific,Wayne,3/31/13,24048.54,"2,275,000","2,275,000",0,0,0,5887
5888,1427,Earthquake,residential,ho3,pacific,Wayne,3/31/13,19767.683,"800,800","800,800",0,0,0,5888
5889,1428,Earthquake,residential,ho3,pacific,Jacob,3/31/13,37863.875,"2,411,000","2,411,000",0,"2,411",0,5889
5890,1429,Earthquake,residential,ho3,pacific,Jacob,3/31/13,25721.527,"320,000","320,000",0,0,0,5890
5891,1430,Earthquake,residential,ho3,pacific,Jacob,3/31/13,41320.318,"920,000","920,000",0,0,0,5891
5892,1431,Earthquake,residential,ho3,pacific,Wayne,3/31/13,30941.808,"585,000","585,000",0,0,0,5892
5893,1432,Earthquake,residential,ho3,pacific,Wayne,3/31/13,39883.104,"777,600","777,600",0,0,0,5893
5894,1433,Earthquake,residential,ho3,pacific,Wayne,3/31/13,26344.237,"900,000","900,000",0,0,0,5894
5895,1434,Earthquake,residential,ho3,pacific,Wayne,3/31/13,23029.02,"2,883,823","2,883,823",0,0,0,5895
5896,1435,Earthquake,residential,ho3,pacific,Wayne,3/31/13,15264.73,"795,600","795,600",0,0,0,5896
5897,1436,Earthquake,residential,ho3,pacific,Wayne,3/31/13,28905.08,"1,200,000","1,200,000",0,0,0,5897
5898,1437,Earthquake,residential,ho3,pacific,Wayne,4/30/13,36487.872,"720,000","720,000",0,"1,000",0,5898
5899,1438,Earthquake,residential,ho3,pacific,Lisa,4/30/13,15210.49,"1,260,000","1,260,000",0,0,0,5899
5900,1439,Earthquake,residential,ho3,pacific,Wayne,4/30/13,29502,"570,600","570,600",0,0,0,5900
5901,1440,Earthquake,residential,ho3,pacific,Jacob,4/30/13,36558.72,"909,000","909,000",0,0,0,5901
5902,1441,Earthquake,residential,ho3,pacific,Wayne,4/30/13,48292.77,"1,280,000","1,280,000",0,0,0,5902
5903,1442,Earthquake,residential,ho3,pacific,Jacob,4/30/13,34793.01,"2,040,000","2,040,000",0,0,0,5903
5904,1443,Earthquake,residential,ho3,pacific,Wayne,4/30/13,38106.63,"859,200","859,200",0,0,0,5904
5905,1444,Earthquake,residential,ho3,pacific,Wayne,4/30/13,36449.82,"714,600","714,600",0,0,0,5905
5906,1445,Earthquake,residential,ho3,pacific,Lisa,4/30/13,36449.82,"630,000","630,000",0,0,0,5906
5907,1446,Earthquake,residential,ho3,pacific,Lisa,4/30/13,35411.575,"1,092,600","1,092,600",0,0,0,5907
5908,1447,Earthquake,residential,ho3,pacific,Wayne,4/30/13,22255.305,"720,000","720,000",0,0,0,5908
5909,1448,Earthquake,residential,ho3,pacific,Jacob,4/30/13,21302.047,"1,116,000","1,116,000",0,0,0,5909
5910,1449,Earthquake,residential,ho3,pacific,Jacob,4/30/13,38842.65,"1,125,000","1,125,000",0,0,0,5910
5911,1450,Earthquake,residential,ho3,pacific,Jacob,4/30/13,46241.01,"630,000","630,000",0,0,0,5911
5912,1451,Earthquake,residential,ho3,pacific,Wayne,4/30/13,19881.72,"448,200","448,200",0,0,0,5912
5913,1452,Earthquake,residential,ho3,pacific,Jacob,4/30/13,36636.16,"396,000","396,000",0,0,0,5913
5914,1453,Earthquake,residential,ho3,pacific,Wayne,4/30/13,17128.668,"900,000","900,000",0,0,0,5914
5915,1454,Earthquake,residential,ho3,pacific,Wayne,4/30/13,16953.882,"155,000","155,000",0,0,0,5915
5916,1455,Earthquake,residential,ho3,pacific,Jacob,4/30/13,27001.831,"277,000","277,000",0,0,0,5916
5917,1456,Earthquake,residential,ho3,pacific,Lisa,4/30/13,25059.06,"225,000","225,000",0,0,0,5917
5918,1457,Earthquake,residential,ho3,pacific,Wayne,4/30/13,26939.16,"100,000","100,000",0,0,0,5918
5919,1458,Earthquake,residential,ho3,pacific,Jacob,4/30/13,47983.131,"500,000","500,000",0,0,0,5919
5920,1459,Earthquake,residential,ho3,pacific,Jacob,4/30/13,33284.143,"791,000","791,000",0,0,0,5920
5921,1460,Earthquake,residential,ho3,pacific,Lisa,4/30/13,35011.32,"872,386","872,386",0,0,0,5921
5922,1461,Earthquake,residential,ho3,pacific,Jacob,4/30/13,38193.478,"646,000","646,000",0,0,0,5922
5923,1462,Earthquake,residential,ho3,pacific,Wayne,4/30/13,44385.057,"805,000","805,000",0,0,0,5923
5924,1463,Earthquake,residential,ho3,pacific,Wayne,4/30/13,31103.798,"695,000","695,000",0,0,0,5924
5925,1464,Earthquake,residential,ho3,pacific,Lisa,4/30/13,40823.5,"810,225","810,225",0,0,0,5925
5926,1465,Earthquake,residential,ho3,pacific,Lisa,4/30/13,48803.01,"590,587","590,587",0,0,0,5926
5927,1466,Earthquake,residential,ho3,pacific,Jacob,4/30/13,43725.582,"1,294,938","1,294,938",0,0,0,5927
5928,1467,Earthquake,residential,ho3,pacific,Jacob,4/30/13,40785.36,"1,154,938","1,154,938",0,0,0,5928
5929,1468,Earthquake,residential,ho3,pacific,Jacob,4/30/13,35447.916,"869,000","869,000",0,0,0,5929
5930,1469,Earthquake,residential,ho3,pacific,Jacob,4/30/13,23887.8,"1,183,205","1,183,205",0,0,0,5930
5931,1470,Earthquake,residential,ho3,pacific,Jacob,4/30/13,36039.654,"420,000","420,000",0,0,0,5931
5932,1471,Earthquake,residential,ho3,pacific,Jacob,4/30/13,37886.94,"350,000","350,000",0,0,0,5932
5933,1472,Earthquake,residential,ho3,pacific,Lisa,4/30/13,46736.487,"585,600","585,600",0,0,0,5933
5934,1473,Earthquake,residential,ho3,pacific,Jacob,4/30/13,22738.664,"535,600","535,600",0,0,0,5934
5935,1474,Earthquake,residential,ho3,pacific,Jacob,4/30/13,30048.832,"733,190","733,190",0,0,0,5935
5936,1475,Earthquake,residential,ho3,pacific,Lisa,4/30/13,26860.448,"693,190","693,190",0,0,0,5936
5937,1476,Earthquake,residential,ho3,pacific,Wayne,4/30/13,53879.535,"852,000","852,000",0,0,0,5937
5938,1477,Earthquake,residential,ho3,pacific,Lisa,4/30/13,35054.426,"822,000","822,000",0,0,0,5938
5939,1478,Earthquake,residential,ho3,pacific,Lisa,4/30/13,40849.578,"328,000","328,000",0,0,0,5939
5940,1479,Earthquake,residential,ho3,pacific,Lisa,4/30/13,40425.49,"762,000","762,000",0,0,0,5940
5941,1480,Earthquake,residential,ho3,pacific,Lisa,4/30/13,27700.485,"520,000","520,000",0,0,0,5941
5942,1481,Earthquake,residential,ho3,pacific,Lisa,4/30/13,53525.88,"390,600","390,600",0,0,0,5942
5943,1482,Earthquake,residential,ho3,pacific,Wayne,4/30/13,35061.688,"1,146,000","1,146,000",0,0,0,5943
5944,1483,Earthquake,residential,ho3,pacific,Jacob,4/30/13,28557.024,"886,000","886,000",0,0,0,5944
5945,1484,Earthquake,residential,ho3,pacific,Lisa,4/30/13,52652.98,"851,000","851,000",0,0,0,5945
5946,1485,Earthquake,residential,ho3,pacific,Lisa,4/30/13,41711.259,"1,046,000","1,046,000",0,0,0,5946
5947,1486,Earthquake,residential,ho3,pacific,Wayne,4/30/13,28707.375,"1,550,000","1,550,000",0,0,0,5947
5948,1487,Earthquake,residential,ho3,pacific,Lisa,4/30/13,21805.476,"1,325,000","1,325,000",0,0,0,5948
5949,1488,Earthquake,residential,ho3,pacific,Wayne,4/30/13,22965.9,"725,000","725,000",0,0,0,5949
5950,1489,Earthquake,residential,ho3,pacific,Jacob,4/30/13,57027.376,"650,000","650,000",0,0,0,5950
5951,1490,Earthquake,residential,ho3,pacific,Lisa,4/30/13,50173.474,"560,000","560,000",0,0,0,5951
5952,1491,Earthquake,residential,ho3,pacific,Wayne,4/30/13,19037.31,"425,000","425,000",0,0,0,5952
5953,1492,Earthquake,residential,ho3,pacific,Jacob,4/30/13,56775.823,"630,017","630,017",0,0,0,5953
5954,1493,Earthquake,residential,ho3,pacific,Jacob,4/30/13,30029.895,"380,397","380,397",0,0,0,5954
5955,1494,Earthquake,residential,ho3,pacific,Lisa,4/30/13,55995.716,"847,030","847,030",0,0,0,5955
5956,1495,Earthquake,residential,ho3,pacific,Jacob,4/30/13,49818.35,"2,094,000","2,094,000",0,0,0,5956
5957,1496,Earthquake,residential,ho3,pacific,Wayne,4/30/13,35821.232,"5,802,000","5,802,000",0,0,0,5957
5958,1497,Earthquake,residential,ho3,pacific,Lisa,4/30/13,45467.734,"3,573,990","3,573,990",0,0,0,5958
5959,1498,Earthquake,residential,ho3,pacific,Wayne,4/30/13,48834.875,"2,693,000","2,693,000",0,0,0,5959
5960,1499,Earthquake,residential,ho3,pacific,Jacob,4/30/13,32724.609,"1,340,535","1,340,535",0,0,0,5960
5961,1500,Earthquake,residential,ho3,pacific,Wayne,4/30/13,42219.87,"2,200,000","2,200,000",0,0,0,5961
5962,1501,Earthquake,residential,ho3,pacific,Lisa,4/30/13,26837.734,"4,150,000","4,150,000",0,0,0,5962
5963,1502,Earthquake,residential,ho3,pacific,Lisa,4/30/13,46936.376,"5,362,000","5,362,000",0,0,0,5963
5964,1503,Earthquake,residential,ho3,pacific,Jacob,4/30/13,44634.559,"3,100,000","3,100,000",0,0,0,5964
5965,1504,Earthquake,residential,ho3,pacific,Jacob,4/30/13,22844.91,"700,000","700,000",0,"7,000",0,5965
5966,1505,Earthquake,residential,ho3,pacific,Wayne,4/30/13,60992.742,"225,000","225,000",0,"3,500",0,5966
5967,1506,Earthquake,residential,ho3,pacific,Jacob,4/30/13,46031.055,"365,000","365,000",0,"1,000",0,5967
5968,1507,Earthquake,residential,ho3,pacific,Jacob,4/30/13,47655.724,"200,000","200,000",0,"2,500",0,5968
5969,1508,Earthquake,residential,ho3,pacific,Lisa,4/30/13,34865.878,"277,000","277,000",0,"2,500",0,5969
5970,1509,Earthquake,residential,ho3,pacific,Wayne,4/30/13,59302.912,"632,600","632,600",0,"10,000",0,5970
5971,1510,Earthquake,residential,ho3,pacific,Jacob,4/30/13,30105.25,"250,000","250,000",0,"1,000",0,5971
5972,1511,Earthquake,residential,ho3,pacific,Wayne,4/30/13,34295.613,"700,000","700,000",0,"7,000",0,5972
5973,1512,Earthquake,residential,ho3,pacific,Lisa,4/30/13,46369.15,"325,000","325,000",0,"3,500",0,5973
5974,1513,Earthquake,residential,ho3,pacific,Lisa,4/30/13,38020.608,"100,000","100,000",0,"2,500",0,5974
5975,1514,Earthquake,residential,ho3,pacific,Wayne,4/30/13,46270.356,"819,000","819,000",0,0,0,5975
5976,1515,Earthquake,residential,ho3,pacific,Jacob,4/30/13,52756.55,"5,000,000","5,000,000","5,000,000",0,0,5976
5977,1516,Earthquake,residential,ho3,pacific,Jacob,4/30/13,26778.816,"1,140,000","1,140,000",0,0,0,5977
5978,1517,Earthquake,residential,ho3,pacific,Wayne,4/30/13,37936.656,"8,200,000","8,200,000",0,0,0,5978
5979,1518,Earthquake,residential,ho3,pacific,Wayne,4/30/13,22386.38,"3,540,000","3,540,000",0,0,0,5979
5980,1519,Earthquake,residential,ho3,pacific,Wayne,4/30/13,40531.086,"5,000,000","5,000,000",0,0,0,5980
6449,1613,Earthquake,residential,ho3,gulf,Jacob,4/30/13,66549.761,"5,000,000","5,000,000",0,0,0,6449
6450,1614,Earthquake,residential,ho3,gulf,Wayne,4/30/13,67566.132,"35,000","35,000",0,"5,000",0,6450
6451,1615,Earthquake,residential,ho3,gulf,Jacob,4/30/13,91511.592,"150,000","150,000",0,"3,000",0,6451
6452,1616,Earthquake,residential,ho3,gulf,Lisa,4/30/13,89489.825,"456,000","456,000",0,0,0,6452
